ano,id_municipio,id_municipio_nome,sexo,grupo_idade,populacao
2024,2800308,Aracaju,feminino,40-44 anos,28555
2024,3106200,Belo Horizonte,feminino,40-44 anos,104356
2023,3106200,Belo Horizonte,feminino,40-44 anos,105411
2024,4106902,Curitiba,feminino,40-44 anos,76929
2023,2704302,Maceió,feminino,40-44 anos,42180
2023,1302603,Manaus,feminino,40-44 anos,93410
2023,2111300,São Luís,feminino,40-44 anos,48299
2023,3205309,Vitória,feminino,45-49 anos,13147
2023,1600303,Macapá,feminino,45-49 anos,15469
2023,5002704,Campo Grande,feminino,45-49 anos,33751
2024,2507507,João Pessoa,feminino,45-49 anos,33944
2023,2111300,São Luís,feminino,45-49 anos,40094
2024,4106902,Curitiba,feminino,5-9 anos,50410
2024,5300108,Brasília,feminino,5-9 anos,99050
2022,2507507,João Pessoa,feminino,5-9 anos,28127
2023,1721000,Palmas,feminino,5-9 anos,12036
